# OpenSignals Text File Format. Version 1
# {"98:D3:71:FE:39:54": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:71:FE:39:54", "device connection": "BTH98:D3:71:FE:39:54", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2025-10-3", "time": "15:21:40.278", "channels": [4], "sensor": ["ECGBIT"], "label": ["A4"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A4"], "special": [{}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	551	
1	0	0	0	0	556	
2	0	0	0	0	561	
3	0	0	0	0	568	
4	0	0	0	0	579	
5	0	0	0	0	592	
6	0	0	0	0	609	
7	0	0	0	0	627	
8	0	0	0	0	646	
9	0	0	0	0	665	
10	0	0	0	0	686	
11	0	0	0	0	707	
12	0	0	0	0	728	
13	0	0	0	0	748	
14	0	0	0	0	763	
15	0	0	0	0	775	
0	0	0	0	0	780	
1	0	0	0	0	784	
2	0	0	0	0	787	
3	0	0	0	0	784	
4	0	0	0	0	780	
5	0	0	0	0	768	
6	0	0	0	0	748	
7	0	0	0	0	721	
8	0	0	0	0	688	
9	0	0	0	0	653	
10	0	0	0	0	619	
11	0	0	0	0	589	
12	0	0	0	0	562	
13	0	0	0	0	536	
14	0	0	0	0	513	
15	0	0	0	0	492	
0	0	0	0	0	473	
1	0	0	0	0	458	
2	0	0	0	0	445	
3	0	0	0	0	434	
4	0	0	0	0	423	
5	0	0	0	0	412	
6	0	0	0	0	404	
7	0	0	0	0	398	
8	0	0	0	0	390	
9	0	0	0	0	381	
10	0	0	0	0	373	
11	0	0	0	0	367	
12	0	0	0	0	359	
13	0	0	0	0	349	
14	0	0	0	0	338	
15	0	0	0	0	326	
0	0	0	0	0	316	
1	0	0	0	0	310	
2	0	0	0	0	306	
3	0	0	0	0	307	
4	0	0	0	0	312	
5	0	0	0	0	319	
6	0	0	0	0	327	
7	0	0	0	0	336	
8	0	0	0	0	345	
9	0	0	0	0	356	
10	0	0	0	0	367	
11	0	0	0	0	377	
12	0	0	0	0	388	
13	0	0	0	0	397	
14	0	0	0	0	406	
15	0	0	0	0	413	
0	0	0	0	0	419	
1	0	0	0	0	424	
2	0	0	0	0	429	
3	0	0	0	0	433	
4	0	0	0	0	438	
5	0	0	0	0	443	
6	0	0	0	0	448	
7	0	0	0	0	451	
8	0	0	0	0	454	
9	0	0	0	0	457	
10	0	0	0	0	459	
11	0	0	0	0	460	
12	0	0	0	0	461	
13	0	0	0	0	462	
14	0	0	0	0	463	
15	0	0	0	0	464	
0	0	0	0	0	465	
1	0	0	0	0	464	
2	0	0	0	0	464	
3	0	0	0	0	464	
4	0	0	0	0	464	
5	0	0	0	0	462	
6	0	0	0	0	459	
7	0	0	0	0	457	
8	0	0	0	0	456	
9	0	0	0	0	455	
10	0	0	0	0	453	
11	0	0	0	0	453	
12	0	0	0	0	453	
13	0	0	0	0	453	
14	0	0	0	0	453	
15	0	0	0	0	454	
0	0	0	0	0	454	
1	0	0	0	0	455	
2	0	0	0	0	455	
3	0	0	0	0	455	
4	0	0	0	0	456	
5	0	0	0	0	456	
6	0	0	0	0	455	
7	0	0	0	0	454	
8	0	0	0	0	451	
9	0	0	0	0	450	
10	0	0	0	0	448	
11	0	0	0	0	446	
12	0	0	0	0	444	
